identifier,serie,title,date,langue
oai:persee:article/flux_1154-2721_2000_num_16_39_1317,FLUX Cahiers scientifiques internationaux Réseaux et Territoires,RWE AG (Rheinisch Westfälisches Elektrizitätswerk AG),2000,fre
oai:persee:article/forem_0759-6340_1983_num_1_1_1021,Formation Emploi,Sortir de l'école à 16 et 17 ans,1983,fre
oai:persee:article/forem_0759-6340_1983_num_3_1_1045,Formation Emploi,"Les universités, le marché du travail et les emplois : monopole, concurrence et déclassement",1983,fre
oai:persee:article/forem_0759-6340_1983_num_4_1_1444_t1_0080_0000_2,Formation Emploi,"Les politiques industrielles, in : Revue d'économie industrielle, n° 23, 1983",1983,fre
oai:persee:article/galia_0016-4119_1947_num_5_1_2021,Gallia,La station antique de Lero à l'île Sainte-Marguerite (Alpes-Maritimes),1947,fre
oai:persee:article/galia_0016-4119_1946_num_4_1_2009,Gallia,"Extraits des Rapports des Directeurs des 7e, 8e, 11e, 17e circonscriptions archéologiques historiques",1946,fre
oai:persee:article/galia_0016-4119_1947_num_5_2_2042,Gallia,Les fouilles de Gergovie,1947,fre
oai:persee:article/galip_0016-4127_1958_num_1_1_1134,Gallia Préhistoire,Circonscription de Lille,1958,fre
oai:persee:article/galip_0016-4127_1962_num_5_1_1211,Gallia Préhistoire,Poitiers,1962,fre
oai:persee:article/galip_0016-4127_1962_num_5_1_1210,Gallia Préhistoire,Rennes,1962,fre
oai:persee:article/galim_0753-5015_1982_num_1_1_1838,Gazette du livre médiéval,Présentation de la rubrique,1982,fre
oai:persee:article/galim_0753-5015_1982_num_1_1_892,Gazette du livre médiéval,Éditorial,1982,fre
oai:persee:article/galim_0753-5015_1983_num_2_1_920,Gazette du livre médiéval,Recherches et projets,1983,fre
oai:persee:article/item_1167-5101_1992_num_1_1_876,Genesis (Manuscrits-Recherche-Invention),Écriture : premiers jours. Entretien,1992,fre
oai:persee:article/item_1167-5101_1992_num_2_1_901,Genesis (Manuscrits-Recherche-Invention),"Paul Valéry, Cahiers 1894-1914. Édition intégrale établie, présentée et annotée sous la co-responsabilité de Nicole Celeyrette-Pietri et Judith Robinson-Valéry. Paris, Gallimard, t. I, 1987, t. Il, 1988, t. Ill, 1990",1992,fre
oai:persee:article/item_1167-5101_1992_num_1_1_867,Genesis (Manuscrits-Recherche-Invention),Présentation,1992,fre
oai:persee:article/geoca_1164-6268_1947_num_22_1_5632,Géocarrefour,"Chanoine J. Sautel, Sylvain Gagnière et Hyacinthe Chobaud, Vaucluse, essai d'histoire locale",1947,fre
oai:persee:article/geoca_1164-6268_1947_num_22_1_5644,Géocarrefour,Table des matières du vol. XXII,1947,fre
oai:persee:article/geoca_1164-6268_1947_num_22_1_5641,Géocarrefour,Les conférences de la Société de géographie de Lyon en 1946-1947,1947,fre
oai:persee:article/geoas_1266-4618_1985_num_2_1_1648,Géographes associés,GEOFORUM 86 : Géographies et géographes dans l'espace du politique,1985,fre
oai:persee:article/geoas_1266-4618_1985_num_1_1_1635,Géographes associés,Libres opinions,1985,fre
oai:persee:article/geoas_1266-4618_1985_num_1_1_1626,Géographes associés,Groupe de réflexion Tiers-Monde,1985,fre
oai:persee:article/geolm_0397-2844_1975_num_2_4_952,Géologie Méditerranéenne,"Le Danien (Dano-Montien) des Petites Pyrénées et du Plantaurel : étude pétrographique et paléogéographique des faciès ""lacustres""",1975,fre
oai:persee:article/geolm_0397-2844_1975_num_2_2_942,Géologie Méditerranéenne,"Les formations quaternaires de la rive gauche de la Moyenne Durance, des Mées à Oraison (Alpes-de-Haute-Provence)",1975,fre
oai:persee:article/geolm_0397-2844_1975_num_2_3_947,Géologie Méditerranéenne,"Intérêt paléoécologique de la découverte deGobius aries (AG.) (Poisson téléostéen, Gobioidei) dans l'Oligocène des bassins de Marseille et de Saint-Pierre-lès-Martigues (Bouches-du-Rhône)",1975,fre
oai:persee:article/morfo_1266-5304_1995_num_1_1_856,"Géomorphologie : relief, processus, environnement","Approche quantitative de la discontinuité de l'évolution de formes littorales à différentes échelles de temps. Exemple du recul de la côte de l'Arrábida (Portugal)/Quantitative approach of a non linear and scale dependand landform evolution : rate of a retreat coastline in Portugal, Arrábida",1995,fre
oai:persee:article/morfo_1266-5304_1995_num_1_1_857,"Géomorphologie : relief, processus, environnement","Aspect pseudo-glaciaire des mouvements de masse dans l'Apennin calcaire : le cas du Mont Cervati (Campanie, Italie du Sud)/Pseudo-glacial feature of mass-movements in the calcareous Apennines : the Mount Cervati example (Campania, Southern Italy)",1995,fre
oai:persee:article/morfo_1266-5304_1996_num_2_2_875,"Géomorphologie : relief, processus, environnement",Hydrodynamique et mobilité d'une boucle de méandre au stade du débit à pleins bords. L'exemple de la Seine supérieure,1996,fre
oai:persee:article/gradh_0764-8928_1986_num_1_1_997,Gradhiva : revue d'histoire et d'archives de l'anthropologie,La fondation du Musée d’Ethnographie du Trocadéro (1878-1900) : un aspect de l’histoire institutionnelle de l’anthropologie française,1986,fre
oai:persee:article/gradh_0764-8928_1986_num_1_1_979,Gradhiva : revue d'histoire et d'archives de l'anthropologie,Lettres de Georges Henri Rivière à Paul Rivet (1929-1944),1986,fre
oai:persee:article/gradh_0764-8928_1986_num_1_1_981,Gradhiva : revue d'histoire et d'archives de l'anthropologie,Lettres de Georges Bataille à Georges Henri Rivière (1936),1986,fre
oai:persee:article/hiper_2284-5666_2014_num_1_2_865,Hiperboreea. Journal of History,Regatul Ungariei Medievale și Ordinul Cavalerilor Mohahi Teutoni: Studiu asupra formelor de proprietate în dreptul medieval: exempțiunea / The Kingdom of Hungary and the Teutonic Order - Forms of property in the Ius Commune: Exemption,2014,fre
oai:persee:article/hiper_2284-5666_2015_num_2_1_892,Hiperboreea. Journal of History,"Diaconu, Luminiţa (dir.). Orient et Occident. Construction des identités en Europe médiévale, E.U.B., colecţia „Mediaevalia”, no. 5/ 2014",2015,fre
oai:persee:article/hiper_2284-5666_2014_num_1_2_876,Hiperboreea. Journal of History,Politici de gen post-conflict în Balcanii de Vest – între analogiile circulare cu securitatea umană și tendințe firave de detașare / Post-conflict gender politics in the Western Balkans – between the same circle of palms with human security and a small stream outside the box,2014,fre
oai:persee:article/hism_0982-1783_1986_num_1_1_905,Histoire & Mesure,Une méthode post-factorielle : Tri-deux. Application à l'évolution de la couleur des yeux de 1810 à 1940,1986,fre
oai:persee:article/hism_0982-1783_1986_num_1_2_1525,Histoire & Mesure,"Une enquête en cours, la bibliographie analytique des manuels et traités à l'usage des marchands, 1470-1820",1986,fre
oai:persee:article/hism_0982-1783_1986_num_1_1_1566,Histoire & Mesure,"Cinquième Colloque du Groupe des Méthodes Physiques et Chimiques de l'Archéologie (G.M.P.C.A.), Besançon, 12-14 septembre 1985.",1986,fre
oai:persee:article/hista_0992-2059_1988_num_1_1_1642,Histoire de l'art,Informations,1988,fre
oai:persee:article/hista_0992-2059_1988_num_1_1_1638,Histoire de l'art,Donner à voir : l’exposition et son catalogue,1988,fre
oai:persee:article/hista_0992-2059_1988_num_1_1_1624,Histoire de l'art,"Le caveau Saint-Lubin de la cathédrale de Chartres, d’après un dessin de 1678 de la collection Cronstedt",1988,fre
oai:persee:article/hedu_0221-6280_1979_num_2_1_931,Histoire de l'éducation,Index des thèmes traités,1979,fre
oai:persee:article/hedu_0221-6280_1978_num_1_1_910,Histoire de l'éducation,Les activités du Service d'histoire de l'éducation,1978,fre
oai:persee:article/hedu_0221-6280_1978_num_1_1_915,Histoire de l'éducation,"Philippe Joutard, Janine Estèbe, Elisabeth Labrousse & Jean Lecuir, La Saint-Barthélémy ou les résonances d'un massacre, Neuchâtel, Suisse, Delachaux et Niestlé, 1976",1978,fre
oai:persee:article/hel_0750-8069_1983_num_5_1_1151,Histoire Épistémologie Langage,Ellipse et sens littéral chez Searle,1983,fre
oai:persee:article/hel_0750-8069_1979_num_1_1_1031,Histoire Épistémologie Langage,"Métalangage, définition, métaphore",1979,fre
oai:persee:article/hel_0750-8069_1979_num_1_1_1029,Histoire Épistémologie Langage,Richard Montague : la tentative de construction d'un métalangage formel,1979,fre
oai:persee:article/hisel_0154-8050_1977_num_0_1_948,Histoires d'Elles,"Souvenirs de gaine, souvenirs de gêne",1977,fre
oai:persee:article/hisel_0154-8050_1977_num_0_1_954,Histoires d'Elles,"Lettre adressée par Karl Marx à sa fille Jenny, le 29 avril 1881",1977,fre
oai:persee:article/hisel_0154-8050_1977_num_0_1_957,Histoires d'Elles,"Vu, entendu",1977,fre
oai:persee:article/homig_1142-852x_1987_num_1101_1_1059,Hommes et Migrations,Comment sortir de l'immobilisme ?,1987,fre
oai:persee:article/homig_1142-852x_1987_num_1099_1_1019,Hommes et Migrations,Éditorial : Hommes et Migrations en 1987 : Progresser ou disparaître ?,1987,fre
oai:persee:article/homig_1142-852x_1987_num_1101_1_1061,Hommes et Migrations,Formation des formateurs. Organisation de la vie personnelle à travers les cours de calcul,1987,fre
oai:persee:article/htn_0018-439x_1963_num_1_1_1126_t1_0105_0000_1,Hommes et Terres du Nord,"Jules Moch. — Le Pont sur la Manche, 1962",1963,fre
oai:persee:article/htn_0018-439x_1963_num_1_1_1123,Hommes et Terres du Nord,La croissance des villes nouvelles en Grande-Bretagne,1963,fre
oai:persee:article/htn_0018-439x_1963_num_1_1_1116,Hommes et Terres du Nord,Une ville frontière et frontalière : Menin (Belgique),1963,fre
oai:persee:article/horma_0984-2616_1985_num_5_1_921,Horizons Maghrébins - Le droit à la mémoire,Avant propos,1985,fre
oai:persee:article/horma_0984-2616_1985_num_5_1_939,Horizons Maghrébins - Le droit à la mémoire,Poème,1985,fre
oai:persee:article/horma_0984-2616_1985_num_5_1_927,Horizons Maghrébins - Le droit à la mémoire,Interférence des champs politiques et religieux au Maroc,1985,fre
oai:persee:article/ilarc_0758-864x_1986_ant_5_1_1130,Îles et Archipels,Planche II,1986,fre
oai:persee:article/ilarc_0758-864x_1986_ant_5_1_1131,Îles et Archipels,Planche IV,1986,fre
oai:persee:article/ilarc_0758-864x_1987_act_8_1_936,Îles et Archipels,L’archipel écartelé : problèmes de la gestion de l’État multi-insulaire des Comores,1987,fre
oai:persee:article/iliri_1727-2548_1972_num_2_1_1147,Iliria,Antigonea (Rezultatet e gërmimeve 1966-1970),1972,fre
oai:persee:article/iliri_1727-2548_1971_num_1_1_1134,Iliria,Një varrezë e mesjetës së hershme në Bukël të Mirditës / Une nécropole haute-médiévale à Bukël de la Mirditë,1971,fre
oai:persee:article/iliri_1727-2548_1971_num_1_1_1127,Iliria,Parathënie / Introduction,1971,fre
oai:persee:article/intel_0769-4113_1988_num_6_2_868,Intellectica. Revue de l'Association pour la Recherche Cognitive,Présentation d'un modèle linguistique basé sur les langages fonctionnels typés,1988,fre
oai:persee:article/intel_0769-4113_1988_num_5_1_861,Intellectica. Revue de l'Association pour la Recherche Cognitive,La perception visuelle des formes et du mouvement,1988,fre
oai:persee:article/intel_0769-4113_1988_num_5_1_863,Intellectica. Revue de l'Association pour la Recherche Cognitive,Perception/Interprétation du langage écrit : contexte et identification des mots au cours de la lecture,1988,fre
oai:persee:article/inter_1164-6225_1992_num_2_1_893,Interfaces. Image-Texte-Langage,Structure hystérique et obsessionnelle dans le discours beckettien,1992,fre
oai:persee:article/inter_1164-6225_1992_num_2_1_887,Interfaces. Image-Texte-Langage,Hypertexte et intertexte dans More Pricks than Kicks,1992,fre
oai:persee:article/inter_1164-6225_1991_num_1_1_877,Interfaces. Image-Texte-Langage,Avant propos,1991,fre
oai:persee:article/jatba_0370-3681_1921_num_1_1_3981,Journal d'agriculture traditionnelle et de botanique appliquée,Sur une maladie des agaves,1921,fre
oai:persee:article/jatba_0370-3681_1921_num_1_1_3979,Journal d'agriculture traditionnelle et de botanique appliquée,Au lecteur,1921,fre
oai:persee:article/jatba_0370-3681_1922_num_2_11_1393,Journal d'agriculture traditionnelle et de botanique appliquée,Note sur les maladies de la dégénérescence de la Pomme de terre,1922,fre
oai:persee:article/jsa_0037-9174_1896_num_1_2_3307,Journal de la Société des Américanistes,Poterie américaine et japonaise,1896,fre
oai:persee:article/jsa_0037-9174_1896_num_1_2_3305,Journal de la Société des Américanistes,Les Cartes du voyage de Chastellux. — Cormatin géographe,1896,fre
oai:persee:article/jsa_0037-9174_1902_num_4_1_3381,Journal de la Société des Américanistes,Le Joyau du vent,1902,fre
oai:persee:article/jso_0300-953x_1945_num_1_1_1496,Journal de la Société des océanistes,André Gain,1945,fre
oai:persee:article/jso_0300-953x_1945_num_1_1_1484,Journal de la Société des océanistes,Morphologie des Néo-Calédoniens. Contribution à l'étude des muscles jumeaux de la jambe et du muscle petit palmaire chez les Néo-Calédoniens,1945,fre
oai:persee:article/jso_0300-953x_1945_num_1_1_1487,Journal de la Société des océanistes,Le ralliement à la France Libre des colonies du Pacifique,1945,fre
oai:persee:article/jafr_0037-9166_1933_num_3_1_1545,Journal des Africanistes,Sur deux outils en pierre polie à manche avec étranglement trouvés près de Djado (Sahara Central).,1933,fre
oai:persee:article/jafr_0037-9166_1933_num_3_1_1546,Journal des Africanistes,"Les Gouin et les Tourouka, résidence de Banfora, cercle de Bobo-Dioulasso. Etude ethnologique, suivie d'un double vocabulaire.",1933,fre
oai:persee:article/jafr_0037-9166_1933_num_3_2_1557_t1_0346_0000_3,Journal des Africanistes,Rites de l'eau et toponymie chez les Aït Haddidon (Région médiane du Haut Allas marocain.,1933,fre
oai:persee:article/jda_0249-7476_1984_num_18_1_1212,Journal des anthropologues,Le service des publications de la M. S. H,1984,fre
oai:persee:article/jda_0249-7476_1982_num_9_1_1059,Journal des anthropologues,Questionnaire concernant la section 30 du C.N.R.S. (Avril-mai 1982),1982,fre
oai:persee:article/jda_0249-7476_1984_num_18_1_1218,Journal des anthropologues,Les publications de la Société d'ethnographie,1984,fre
oai:persee:article/jds_0021-8103_1960_num_3_1_989,Journal des savants,Les noms de lieu de la Grèce franque,1960,fre
oai:persee:article/jds_0021-8103_1960_num_3_1_990,Journal des savants,La Villemarqué et le Barzaz-Breiz,1960,fre
oai:persee:article/jds_0021-8103_1960_num_3_1_994,Journal des savants,Académie des Inscriptions et Belles-Lettres,1960,fre
oai:persee:article/jhydr_0000-0001_1957_act_4_1_3368,Journées de l'hydraulique,Influence de la houle sur le fonctionnement des groupes hydroélectriques marémoteurs. Études théoriques et expérimentales,1957,fre
oai:persee:article/jhydr_0000-0001_1957_act_4_1_3381,Journées de l'hydraulique,Représentation simultanée sur un modèle à marée des phénomènes de charriage et de suspension,1957,fre
oai:persee:article/jhydr_0000-0001_1957_act_4_1_3370,Journées de l'hydraulique,Essai de théorie de l’évolution des formes de rivage en plages de sable et de galets,1957,fre
oai:persee:article/karst_0751-7688_1983_num_1_1_2043_t1_0078_0000_1,Karstologia : revue de karstologie et de spéléologie physique,"La fontaine de Nimes souterraine (Gard). Recueil de diapositives et commentaire, par Guilhem Fabre",1983,fre
oai:persee:article/karst_0751-7688_1983_num_1_1_2043_t1_0077_0000_7,Karstologia : revue de karstologie et de spéléologie physique,Parution des Travaux 1982 Equipe de recherche associée n°282 du CNRS : Evolution karstique dans les domaines méditerranéen et alpin,1983,fre
oai:persee:article/karst_0751-7688_1983_num_1_1_2043_t1_0080_0000_1,Karstologia : revue de karstologie et de spéléologie physique,"Le Vercors septentrionaL : le karst de surface et le karst souterrain (Recherches géomorphologiques sur un karst de moyenne montagne alpine) par J.-J. Delannoy. Thèse de Doctorat de 3e Cycle, Institut de Géographie Alpine, Grenoble, 198",1983,fre
oai:persee:article/ktema_0221-5896_2005_num_30_1_980,"Ktèma : civilisations de l'Orient, de la Grèce et de Rome antiques",L’étude des Historiae de L. Cornelius Sisenna : bilan méthodologique,2005,fre
oai:persee:article/ktema_0221-5896_2005_num_30_1_965,"Ktèma : civilisations de l'Orient, de la Grèce et de Rome antiques",Les funérailles des Vérificateurs (Eúthunoi) dans les Lois. Une lecture commentée de Lois XII 945c-948b,2005,fre
oai:persee:article/ktema_0221-5896_2005_num_30_1_981,"Ktèma : civilisations de l'Orient, de la Grèce et de Rome antiques",La pratique de la citation dans le Contre Apion de Flavius Josèphe,2005,fre
